gameid,gamedate,home_teamid,away_teamid,home_win,away_win,home_points,away_points,home_opponentscore,away_opponentscore,home_assists,away_assists,home_blocks,away_blocks,home_steals,away_steals,home_fieldgoalsattempted,away_fieldgoalsattempted,home_fieldgoalspercentage,away_fieldgoalspercentage,home_threepointersattempted,away_threepointersattempted,home_threepointerspercentage,away_threepointerspercentage,home_freethrowsattempted,away_freethrowsattempted,home_freethrowspercentage,away_freethrowspercentage,home_reboundstotal,away_reboundstotal,home_foulspersonal,away_foulspersonal,home_turnovers,away_turnovers,home_game_number,away_game_number,home_win_avg_prev5,away_win_avg_prev5,home_points_avg_prev5,away_points_avg_prev5,home_opponent_points_avg_prev5,away_opponent_points_avg_prev5,home_assists_avg_prev5,away_assists_avg_prev5,home_blocks_avg_prev5,away_blocks_avg_prev5,home_steals_avg_prev5,away_steals_avg_prev5,home_fieldgoalsattempted_avg_prev5,away_fieldgoalsattempted_avg_prev5,home_fieldgoalspercentage_avg_prev5,away_fieldgoalspercentage_avg_prev5,home_threepointersattempted_avg_prev5,away_threepointersattempted_avg_prev5,home_threepointerspercentage_avg_prev5,away_threepointerspercentage_avg_prev5,home_freethrowsattempted_avg_prev5,away_freethrowsattempted_avg_prev5,home_freethrowspercentage_avg_prev5,away_freethrowspercentage_avg_prev5,home_reboundstotal_avg_prev5,away_reboundstotal_avg_prev5,home_foulspersonal_avg_prev5,away_foulspersonal_avg_prev5,home_turnovers_avg_prev5,away_turnovers_avg_prev5
42300232,2024-05-06,1610612743,1610612750,false,true,80,106,106,80,16,28,6,12,6,11,83,84,0.349,0.5,30,33,0.3,0.394,18,14,0.722,0.643,50,42,14,20,19,12,145,144,0.8,0.8,107.6,117.6,104.2,111.4,27.2,25,3.8,4.2,7.6,7.2,87.4,87.4,0.47940000000000005,0.4988,34,33.2,0.3744,0.4048,15,21.8,0.7937999999999998,0.771,43.4,43.4,18.4,22.6,11,13.2
42300211,2024-05-06,1610612752,1610612754,true,false,121,117,117,121,25,32,4,5,5,9,82,88,0.537,0.523,23,26,0.478,0.385,26,19,0.846,0.789,40,32,19,22,15,8,141,134,0.8,0.4,110.4,114.2,108.6,116.8,21.8,30.6,6,4.8,7.6,5.2,88.4,90,0.4462,0.49160000000000004,33.2,37.8,0.382,0.3216,24.2,18.6,0.7832000000000001,0.6970000000000001,45,42.8,17.2,18.4,12.2,12
42300221,2024-05-07,1610612760,1610612742,true,false,117,95,95,117,29,19,8,8,8,5,89,84,0.449,0.393,35,35,0.457,0.343,28,25,0.75,0.68,52,39,18,21,11,16,134,142,1,0.6,121,102.6,93.2,104.4,29.2,20.8,5.2,6.4,8.2,7.2,90,85.4,0.515,0.4346,34.2,37.6,0.3942,0.32639999999999997,18,22,0.8384,0.7535999999999999,47.8,42.2,15.4,17.6,11.8,11
42300201,2024-05-07,1610612738,1610612739,true,false,120,95,95,120,22,19,7,3,2,2,92,90,0.489,0.411,46,42,0.391,0.262,14,13,0.857,0.769,55,38,13,18,9,5,156,137,0.8,0,119.2,96.6,101.8,114.4,26.8,22.8,6.6,5.2,8.4,8.2,86.4,83.6,0.5152,0.45199999999999996,38.8,28.8,0.413,0.2802,19.6,16.6,0.7230000000000001,0.7350000000000001,48,35,15,17.2,12.4,14.8
42300212,2024-05-08,1610612752,1610612754,true,false,130,121,121,130,28,33,3,3,5,5,86,93,0.57,0.516,30,34,0.467,0.441,22,17,0.818,0.588,44,34,14,17,11,9,142,135,0.8,0.2,112.4,109.6,110.6,116.4,22.6,30.4,6.2,4.2,6.6,5.2,88.2,87.8,0.462,0.48719999999999997,31.8,34,0.3842,0.3274,24.4,17.8,0.7844,0.7156000000000001,46.8,40.4,18,18.2,14.2,10.8
42300202,2024-05-09,1610612738,1610612739,false,true,94,118,118,94,22,24,3,3,5,4,80,86,0.413,0.547,35,28,0.229,0.464,24,16,0.833,0.688,31,44,15,20,7,12,157,138,0.8,0,117,96.2,101.2,115.2,24.4,21.8,7.8,5.2,6.4,6.4,84,83.6,0.5092,0.4476,39.8,30.2,0.42300000000000004,0.2698,19.8,16.8,0.756,0.7554000000000001,48.4,34.6,13.6,18.6,13,12
42300222,2024-05-09,1610612760,1610612742,false,true,110,119,119,110,25,30,6,6,5,8,89,90,0.472,0.467,30,37,0.333,0.486,17,24,0.941,0.708,41,44,18,21,10,10,135,143,1,0.4,119,99.4,94.4,109.4,28.4,19.2,5.6,6.4,7.4,6.6,87.6,84.8,0.5117999999999999,0.4144,33.6,35.8,0.4013999999999999,0.3268,19.4,24.4,0.8263999999999999,0.7358,45.8,42.2,15.8,19.2,11.6,12.8
42300233,2024-05-10,1610612750,1610612743,false,true,90,117,117,90,23,26,3,4,5,9,71,80,0.437,0.538,33,29,0.303,0.483,25,20,0.72,0.85,32,40,20,25,16,11,136,149,0.8,0.6,114,115.4,108,110.2,26,30,5.6,5.6,8.6,8.6,81,91.4,0.48439999999999994,0.4896,33.6,33.4,0.34220000000000006,0.31020000000000003,28.8,18.8,0.8375999999999999,0.7809999999999999,43,44.2,20.2,15,15,12.8
42300213,2024-05-10,1610612754,1610612752,true,false,111,106,106,111,22,19,6,6,6,6,89,80,0.472,0.475,32,27,0.375,0.519,18,22,0.833,0.727,42,41,20,18,10,13,133,136,1,0.8,128.2,115,111.8,111.6,33.2,25.8,5,6,6.2,4.8,93,90.2,0.5298,0.48599999999999993,40,32,0.3822,0.40099999999999997,18,19.8,0.8101999999999998,0.7198,43.4,43,22.4,17.6,10,11.2
42300203,2024-05-11,1610612739,1610612738,false,true,93,106,106,93,17,22,2,4,4,3,84,80,0.429,0.513,36,34,0.333,0.382,10,14,0.9,0.786,35,44,14,14,8,12,137,153,0.8,0.8,102.6,110,97.2,98.2,22.2,25.2,4.4,5,8.2,5.2,84.2,86.6,0.4412,0.46659999999999996,32.6,40,0.3488,0.3654,22.2,17.6,0.7428000000000001,0.8379999999999999,46.4,46.8,20.2,15.8,14.6,10.6
42300223,2024-05-11,1610612742,1610612760,true,false,105,101,101,105,21,23,2,11,7,7,91,81,0.429,0.469,33,30,0.333,0.333,25,19,0.64,0.789,48,41,16,22,14,14,140,133,0.6,0.6,112.4,107.2,110,110.6,22,24.6,5.4,5.4,6.4,10.4,83.6,83.8,0.4808,0.46919999999999995,34.4,33.2,0.3168,0.34940000000000004,26.8,21.2,0.7686,0.7615999999999999,43.8,39.4,19.2,15.4,14.6,15.2
42300214,2024-05-12,1610612754,1610612752,true,false,121,89,89,121,31,18,7,2,9,8,88,89,0.568,0.337,31,37,0.452,0.189,8,31,0.875,0.71,52,43,25,12,14,14,134,137,1,0.6,127,110.6,110,110.4,32.2,23.4,5,6.4,6.6,4.8,93.6,89.6,0.5218,0.4702,40,30.2,0.40099999999999997,0.4104,17.4,20.2,0.7864000000000001,0.6752,44.4,45,21.6,18.2,10.6,11.6
42300234,2024-05-12,1610612750,1610612743,false,true,107,115,115,107,21,29,3,6,5,7,82,79,0.476,0.57,28,29,0.393,0.448,27,15,0.667,0.8,42,31,21,20,11,12,137,150,0.6,0.6,106,116.6,107.2,109.2,24.6,29.2,4.6,4,7.8,8,77.2,88.6,0.47620000000000007,0.49939999999999996,32,31.8,0.315,0.33120000000000005,27.4,20.6,0.819,0.86,40.6,43.6,21.4,18,16.6,13
42300224,2024-05-13,1610612742,1610612760,false,true,96,100,100,96,26,18,13,9,4,8,88,92,0.409,0.38,35,27,0.343,0.259,23,24,0.522,0.958,47,45,18,20,14,8,141,134,0.6,0.6,104,107.4,103,104.6,22,25,4.6,6.6,7,10.2,84.8,83.8,0.4584,0.4766,33.2,34.4,0.3064,0.37439999999999996,22.8,19.4,0.7188,0.7408,44,41.4,17.2,17.6,14,15.2
42300204,2024-05-13,1610612739,1610612738,false,true,102,109,109,102,26,15,3,4,8,6,94,78,0.436,0.487,48,32,0.313,0.375,7,24,0.714,0.875,32,48,17,12,8,15,138,154,0.8,1,99.2,106.8,94.4,92.2,19.6,24,4.6,4.6,8.2,4.4,82.4,83.8,0.4324,0.4734,33.2,39.6,0.31839999999999996,0.36400000000000005,22.4,16.2,0.7893999999999999,0.8238,44.8,47,21.4,15.6,13.4,10.6
42300235,2024-05-14,1610612743,1610612750,true,false,112,97,97,112,30,30,5,7,6,7,80,78,0.55,0.487,19,26,0.474,0.308,18,19,0.833,0.684,38,33,17,20,12,14,146,145,0.6,0.8,100.4,113.4,104,104,24.2,24.8,3.4,6,7.4,7,87.4,84.8,0.4384,0.4958,35,32,0.3464,0.40659999999999996,14,21.8,0.8251999999999999,0.7282,44.6,42.6,17,22.6,12,12.4
42300215,2024-05-14,1610612752,1610612754,true,false,121,91,91,121,26,24,5,6,7,5,101,72,0.465,0.431,35,27,0.343,0.444,19,22,0.789,0.773,53,29,22,19,9,18,143,136,0.8,0.2,114.4,109.8,111,116.6,22.8,29.6,5.6,4.4,6.2,4.8,87.2,88.6,0.475,0.487,31.4,34.4,0.40259999999999996,0.35940000000000005,24.6,16.8,0.7956000000000001,0.6604,45,39.4,17.4,18.2,12.2,9.8
42300225,2024-05-15,1610612760,1610612742,false,true,92,104,104,92,20,27,2,5,8,5,87,76,0.425,0.526,40,35,0.25,0.4,10,13,0.8,0.769,33,46,15,17,7,14,136,144,0.8,0.6,116,106,96.8,104.4,27.6,21.4,5.8,7.2,5.8,6.6,87.6,83.4,0.5005999999999999,0.4418,32,35.4,0.3996,0.38299999999999995,18.8,25.8,0.8346,0.7125999999999999,46.4,42.8,17,20.4,11.6,11.8
42300205,2024-05-15,1610612738,1610612739,true,false,113,98,98,113,32,25,6,2,6,5,80,79,0.525,0.481,43,31,0.442,0.419,12,12,0.833,0.75,43,28,15,16,14,10,158,139,0.6,0.2,109.4,96.2,100.4,110,23,21.2,5.4,5.4,5.4,5.2,82.2,83.2,0.47719999999999996,0.46160000000000007,40.4,29.8,0.36880000000000007,0.2892,20.4,14.6,0.7892000000000001,0.7226000000000001,45,36.2,14,19.4,11,12.2
42300236,2024-05-16,1610612750,1610612743,true,false,115,70,70,115,26,18,4,5,9,2,86,86,0.465,0.302,40,36,0.375,0.194,24,14,0.833,0.786,62,43,14,17,6,12,138,151,0.4,0.8,105.6,115.6,109,106.4,23,28.8,3,4.4,7.2,7.6,77.8,85,0.47520000000000007,0.5124,30.2,30.4,0.3396,0.34859999999999997,27,21.6,0.7937999999999998,0.8400000000000001,40.2,43.2,21.2,18.2,16,13.6
42300216,2024-05-17,1610612754,1610612752,true,false,116,103,103,116,35,20,8,5,3,6,91,82,0.538,0.439,26,34,0.346,0.382,13,26,0.692,0.692,47,35,21,15,9,9,135,138,1,0.4,119.8,104.8,104.8,112.8,30.2,22.2,5.2,6,6.4,5,91.2,87.6,0.5054000000000001,0.4386,39,30.4,0.38580000000000003,0.37039999999999995,17,24.4,0.8013999999999999,0.6971999999999999,45.2,43.2,21.8,18.2,10.2,11.4
42300226,2024-05-18,1610612742,1610612760,true,false,117,116,116,117,25,25,4,5,5,10,82,92,0.512,0.478,34,41,0.471,0.366,24,17,0.708,0.765,47,31,23,20,18,10,142,135,0.6,0.8,105.4,105,101.6,98.6,23.2,23.8,6.2,7.2,6.8,10.2,85.8,85,0.45339999999999997,0.45499999999999996,34.4,33.8,0.3198,0.37279999999999996,25,19.4,0.6731999999999999,0.7657999999999999,43.6,42.6,19,18.2,12.8,13.8
42300217,2024-05-19,1610612752,1610612754,false,true,109,130,130,109,22,33,2,9,5,7,85,79,0.424,0.671,35,24,0.371,0.542,27,16,0.889,0.688,28,33,17,22,10,14,144,137,0.8,0.2,116.4,109.2,108.4,119,24,30.4,5.2,4.6,6.4,5,89.2,84.8,0.4888,0.49400000000000005,31.4,32.2,0.3798,0.406,22.8,17,0.7892,0.6816000000000001,44.6,35.2,18.2,18.8,11.6,10.8
42300237,2024-05-19,1610612743,1610612750,false,true,90,98,98,90,18,18,7,6,3,9,83,79,0.41,0.392,33,34,0.242,0.294,16,30,0.875,0.867,44,47,23,21,10,9,147,146,0.6,0.8,100,111.4,102.8,103.2,24.8,26.2,3.6,6.4,7.2,6.6,83,84,0.45620000000000005,0.4932,30.4,31.2,0.3698,0.38160000000000005,16.4,21.4,0.8251999999999999,0.7508000000000001,42.4,42.2,16.4,22.4,13.2,13.2
42300301,2024-05-21,1610612738,1610612754,true,false,133,128,128,133,30,38,5,4,11,8,99,99,0.475,0.535,45,35,0.333,0.371,30,10,0.8,0.9,43,44,15,23,15,22,159,138,0.6,0.2,109.2,110.2,101.2,119.2,24,29.4,5.4,5.2,5.4,5.8,81.8,82.6,0.487,0.517,39.2,29.8,0.3674,0.42560000000000003,19.6,17.4,0.7807999999999999,0.6906000000000001,44.8,32.8,15,19.6,11.6,12.4
42300311,2024-05-22,1610612750,1610612742,false,true,105,108,108,105,23,21,3,8,8,5,89,87,0.427,0.494,49,25,0.367,0.24,18,17,0.611,0.941,40,48,17,15,10,13,139,145,0.6,0.8,107.4,107.4,98,101,23.8,24,2.8,6.4,7.6,6.2,81,82.6,0.4654,0.4694000000000001,33,35.8,0.34540000000000004,0.4024,25.6,21.8,0.7992000000000001,0.7148,45.4,43.8,20,20.8,12.4,12.8
42300302,2024-05-23,1610612738,1610612754,true,false,126,110,110,126,28,23,2,2,9,5,88,84,0.534,0.524,37,29,0.405,0.379,20,16,0.85,0.688,40,37,16,23,12,16,160,139,0.8,0.2,115.6,117.4,104.6,122.8,25.8,32,4.8,5.4,5.8,6.8,85.6,86.2,0.4894,0.5352,41.8,29.2,0.359,0.4366,21.4,16.8,0.798,0.7476,45.6,34.4,14.6,20.6,12,14.2
42300312,2024-05-24,1610612750,1610612742,false,true,108,109,109,108,26,24,7,7,7,7,85,84,0.412,0.488,31,31,0.387,0.387,32,22,0.813,0.682,40,44,19,17,9,10,140,146,0.4,0.8,104.4,109.8,100.6,103.4,23.2,24.8,3,6.6,7.6,5.6,81.2,84.8,0.4508,0.484,36.4,34.2,0.3438,0.36560000000000004,24.8,19.8,0.7395999999999999,0.7696,43,43.4,18.6,19.2,11.4,12.6
42300303,2024-05-25,1610612754,1610612738,false,true,111,114,114,111,32,24,1,12,4,7,91,83,0.505,0.47,22,46,0.227,0.348,14,26,1,0.769,43,36,21,18,11,8,136,155,1,1,118.8,107.8,101.8,94.2,30.8,21.6,6,4,6,4.2,88.4,83,0.5272,0.4756,34.4,38.6,0.40199999999999997,0.358,14.8,18.6,0.7898,0.8154,44.6,46.4,22,15.4,10.4,11
42300313,2024-05-26,1610612742,1610612750,true,false,116,107,107,116,19,26,5,2,7,4,68,85,0.559,0.506,28,30,0.5,0.3,31,17,0.839,0.706,32,33,19,24,14,10,143,147,0.6,0.8,108.6,105.8,106.8,99.4,24,24.6,5.6,7.4,5.4,7.4,85,82.4,0.4652,0.4728,34.2,31.2,0.36260000000000003,0.364,26,21.2,0.6674000000000001,0.75,45.8,41.6,20.4,21.6,14.6,12.2
42300304,2024-05-27,1610612754,1610612738,false,true,102,105,105,102,24,22,4,6,5,10,87,89,0.46,0.449,29,44,0.345,0.318,16,14,0.75,0.786,47,44,19,18,14,13,137,156,0.8,1,115.8,107,102,95.6,30.6,20.8,5,5.8,5.8,5,88.8,81.8,0.5247999999999999,0.47300000000000003,30.2,37.2,0.345,0.356,14,20.6,0.8564,0.8066000000000001,45.6,43.4,22.6,16,11,10.4
42300314,2024-05-28,1610612742,1610612750,false,true,100,105,105,100,23,23,4,4,6,9,81,74,0.42,0.527,40,24,0.35,0.458,21,25,0.857,0.64,38,40,22,23,14,15,144,148,0.8,0.6,109.6,102.8,105,99.4,23.4,25.2,5.6,6.6,5.8,7,82.4,81.6,0.4782,0.48179999999999995,33.2,30,0.396,0.3406,27.2,18.4,0.6752,0.73,43.8,39.4,20,21,14,11.8
42300315,2024-05-30,1610612750,1610612742,false,true,103,124,124,103,17,19,5,5,8,7,89,84,0.427,0.548,32,34,0.313,0.441,21,23,0.81,0.739,41,45,17,20,14,13,141,147,0.2,0.8,105,107,103.8,106.4,23.8,24.2,4,6.8,6.8,6,82.6,84.2,0.4434,0.4736000000000001,36.2,32.6,0.365,0.37120000000000003,25.2,20.2,0.7287999999999999,0.756,43.2,44.2,18.2,18.2,10.4,12.6
42300401,2024-06-06,1610612738,1610612742,true,false,107,89,89,107,23,9,9,1,6,8,82,84,0.476,0.417,42,27,0.381,0.259,19,19,0.684,0.632,47,43,16,16,14,11,161,148,0.8,1,117.2,112.8,109.8,103.6,26.8,24.2,4.6,6.2,6.6,6.4,87.8,84.2,0.48719999999999997,0.5046,41.2,32.4,0.36,0.3908,20,19.8,0.8345999999999998,0.7677999999999999,42.4,45.4,14.8,18,11.4,12
42300402,2024-06-09,1610612738,1610612742,true,false,105,98,98,105,29,21,5,3,10,5,84,80,0.452,0.475,39,26,0.256,0.231,20,24,0.95,0.667,41,43,15,17,11,15,162,149,0.8,0.8,114.6,106.8,108.6,103,27,20,5,5.2,7.4,6.4,85.8,83,0.48460000000000003,0.4946,40.4,30.4,0.358,0.34540000000000004,21,18.8,0.8,0.7525999999999999,40.8,45.2,15.4,17,12.4,12.2
42300403,2024-06-12,1610612742,1610612738,false,true,99,106,106,99,15,26,1,6,5,4,86,82,0.442,0.463,25,46,0.36,0.37,16,14,0.875,0.929,43,36,17,19,9,9,145,157,0.6,1,106.8,107.2,105.8,99.2,22.8,20.8,5.6,5.8,5.8,6.2,82,83.2,0.46580000000000005,0.4676,34,38.6,0.3994,0.3602,24.8,19.2,0.7132,0.8210000000000001,42.4,43.6,19.6,16.4,14.8,11.8
42300404,2024-06-14,1610612742,1610612738,true,false,122,84,84,122,21,18,2,5,7,2,91,80,0.505,0.363,37,41,0.405,0.341,22,13,0.682,0.923,52,31,17,19,9,14,146,158,0.4,1,105.6,108,106.8,101.4,21.6,21.8,5.4,6.4,5.4,6,81,82.4,0.46840000000000004,0.47640000000000005,32.4,40.4,0.4048,0.35860000000000003,23,18.4,0.7602,0.8290000000000001,41.4,41.6,19.8,16.2,13.8,11.4
42300405,2024-06-17,1610612738,1610612742,true,false,106,88,88,106,25,18,2,4,9,4,89,78,0.427,0.449,39,37,0.333,0.297,20,13,0.85,0.538,51,35,15,20,9,13,163,150,1,0.6,116.8,105.6,104.6,105.6,28.4,18.8,5.4,4.8,8.4,6.4,86.6,83.8,0.49239999999999995,0.48440000000000005,41.2,28.6,0.36340000000000006,0.3116,20.2,21,0.8234,0.7322000000000001,42.8,44.6,15.4,17,13.2,12.4
12400003,2024-10-04,1610612747,1610612750,false,true,107,124,124,107,28,24,12,3,9,13,79,94,0.481,0.5,32,37,0.313,0.405,23,26,0.913,0.577,38,41,20,19,21,16,149,149,0.4,0.6,115.4,102.6,115.6,99.6,26.8,25,4,6.2,8.6,8,88.4,80,0.4991999999999999,0.4824,31.2,29.4,0.3246,0.3508,21.4,21,0.7744,0.708,41,39,15.2,21.6,12.4,12
12400001,2024-10-04,1610612743,1610612738,false,true,103,107,107,103,29,29,2,8,10,13,86,98,0.43,0.378,32,61,0.375,0.328,26,17,0.654,0.765,49,44,24,24,24,18,148,159,0.4,0.8,97.8,103.6,102.6,107.2,23.2,21,4.2,6.6,6.6,5.8,82,82.4,0.44960000000000006,0.4464,30.2,41.8,0.3712,0.3504,16.2,18.2,0.8238,0.8564,42.2,39,17.6,17.2,13.4,11.8
12400004,2024-10-05,1610612746,1610612744,false,true,90,91,91,90,21,24,6,6,11,14,78,98,0.385,0.337,35,48,0.229,0.229,28,19,0.786,0.737,47,56,14,25,21,21,140,147,0.2,0.6,101.8,113.4,108.4,109.6,20.6,27.2,4.4,7,8,6.8,92.2,82,0.4098,0.49959999999999993,35.4,35.6,0.2992,0.42380000000000007,19.2,21.4,0.8154,0.7594000000000001,46.4,43.4,18.2,18.8,12.6,16.6
12400008,2024-10-06,1610612765,1610612749,true,false,120,87,87,120,31,20,9,12,14,6,93,86,0.462,0.349,37,48,0.324,0.396,26,9,0.846,0.889,51,46,14,20,12,24,128,142,0,0,103.8,104.8,120.4,121,23.4,21.6,3.6,2.6,5.4,6.4,81.6,84.2,0.46440000000000003,0.4586,31.6,29.6,0.3136,0.3144,24,21.8,0.746,0.8196,42.6,40.2,18,19,17,13.8
12400009,2024-10-06,1610612747,1610612756,false,true,114,118,118,114,31,33,7,5,9,8,94,96,0.468,0.448,40,39,0.275,0.41,20,19,0.75,0.842,49,50,18,18,17,18,150,144,0.2,0.6,113.6,109,121,109.2,26.4,23.4,4.2,4,8.2,8.2,88.2,82,0.4828,0.48919999999999997,30.2,32.2,0.3008,0.3944,22.8,18.8,0.8320000000000001,0.8591999999999999,40.6,38,16.8,18.8,12.6,16
12400005,2024-10-06,1610612738,1610612743,true,false,130,104,104,130,33,24,3,1,10,3,93,80,0.505,0.425,47,34,0.383,0.235,22,36,0.818,0.778,38,42,27,24,9,20,164,152,1,0.6,115.4,104.4,102.6,107.2,27,26,4.6,4.4,9,6.2,88.4,84.4,0.4728,0.4694,40.4,30.4,0.3416,0.3208,21.8,19.2,0.8267999999999999,0.8280000000000001,44.4,41,15.4,18.2,12.2,12.4
12400006,2024-10-06,1610612766,1610612752,false,true,109,111,111,109,27,21,6,5,3,11,82,94,0.5,0.426,38,45,0.447,0.356,18,19,0.556,0.789,46,39,24,19,19,10,131,139,0.2,0.4,107.2,102.6,114.6,111,26.4,20.8,5.2,6.4,7.8,5.4,82.6,86,0.48760000000000003,0.4286,34,31.2,0.35,0.3602,18.2,25.8,0.8278000000000001,0.6988,37.4,43.8,16.4,16.2,13.6,11.4
12400007,2024-10-06,1610612761,1610612764,true,false,125,98,98,125,39,22,3,7,8,6,93,76,0.548,0.421,37,30,0.405,0.367,12,34,0.667,0.676,51,32,29,18,16,18,135,131,0.2,0.2,117,114,134,124.8,28.2,29.4,4.4,6.2,9,8.6,90.6,92.4,0.4958,0.45459999999999995,29,40.4,0.3256,0.38500000000000006,23,19.4,0.7727999999999999,0.7844,37.4,40.8,19.2,21,15.2,14
12400012,2024-10-07,1610612742,1610612763,false,true,116,121,121,116,26,35,3,7,19,8,90,86,0.456,0.488,33,41,0.394,0.366,32,29,0.656,0.759,36,55,26,29,14,23,147,142,0.6,0.4,110.8,102,103.6,113,20.6,24.8,3.2,8.6,6,9.2,81.6,89.2,0.48760000000000003,0.41839999999999994,32.8,33.6,0.41720000000000007,0.3316,22.8,20.6,0.7922,0.794,42.4,45.4,19.6,17,12.8,14.8
12400010,2024-10-07,1610612740,1610612753,true,false,106,104,104,106,25,20,5,3,13,9,86,77,0.453,0.442,40,36,0.3,0.25,21,35,0.762,0.771,40,44,27,19,17,22,137,135,0.2,0,98.6,95.8,107,105.6,25,18.6,4.2,6,9,8.6,86.6,85,0.44279999999999997,0.3882,30.4,32.2,0.31779999999999997,0.2764,15.2,28,0.7990000000000002,0.75,45.8,43.6,19.8,23.4,17.6,14.2
12400014,2024-10-07,1610612762,1610612745,true,false,122,113,113,122,21,27,4,7,12,13,82,87,0.427,0.471,35,39,0.4,0.333,43,22,0.884,0.818,49,34,21,33,20,21,132,131,0.2,0.4,108.6,119,116,119.2,24,26.4,5,5,6.4,7.8,85.2,95,0.46340000000000003,0.465,34.6,42.6,0.34859999999999997,0.345,19.8,21,0.9007999999999999,0.7202,42.6,43,18,21.6,18.8,12.6
12400013,2024-10-07,1610612759,1610612760,false,true,107,112,112,107,29,34,4,10,8,13,83,97,0.458,0.505,43,35,0.395,0.314,20,5,0.7,0.6,42,46,13,18,21,15,133,136,0.6,0.6,122.6,104,118.2,98.4,32,22.2,5,7.4,5.2,9.4,89,86,0.5004,0.44719999999999993,38.8,34.8,0.41100000000000003,0.346,22.6,19.4,0.7916,0.7658,50.6,41.6,15,18.8,18.2,12.4
12400019,2024-10-08,1610612746,1610612751,true,false,115,106,106,115,28,30,11,4,13,11,82,86,0.537,0.43,30,37,0.4,0.297,22,29,0.682,0.724,44,36,18,20,19,19,141,134,0.2,0.4,98,104.4,104.6,111.6,20.2,21,4.2,5.4,8.4,5,88.6,86.2,0.3972,0.4588,34.6,32.8,0.2938,0.3056,21,21,0.8358000000000001,0.7372000000000001,47,45,17.6,16.8,14.2,14
12400015,2024-10-08,1610612766,1610612748,true,false,111,108,108,111,19,29,7,11,7,15,92,92,0.38,0.424,51,40,0.275,0.375,35,20,0.771,0.75,55,42,21,29,21,14,132,156,0.2,0.4,108.2,102,113.2,109.8,26.2,24,6,1.8,7.8,7.4,80.8,84.2,0.4974,0.45499999999999996,34.2,38.6,0.36920000000000003,0.34419999999999995,19.6,14.8,0.7754000000000001,0.8258000000000001,38.6,39.2,18.2,17.4,16,12.4
12400017,2024-10-08,1610612765,1610612756,false,true,97,105,105,97,29,30,4,9,6,11,85,87,0.412,0.448,33,46,0.303,0.348,20,17,0.85,0.647,44,38,24,17,18,13,129,145,0.2,0.6,107.2,107.8,113.4,110.4,25,24.2,5.2,3.8,6.6,8.2,82.2,82.2,0.4746,0.48200000000000004,34.4,30,0.335,0.40440000000000004,23.2,19.6,0.7552000000000001,0.841,43.6,38.4,18,19.8,16.4,17
12400018,2024-10-08,1610612737,1610612754,true,false,131,130,130,131,35,32,2,5,14,14,89,86,0.528,0.547,39,39,0.385,0.333,31,32,0.71,0.719,43,43,23,22,19,21,136,140,0.4,0.2,116.4,116,117.8,123.8,29.4,30.2,4,4.8,7.8,6,96.2,85.4,0.48260000000000003,0.5354,40.6,29.8,0.35000000000000003,0.4354,14.6,16.2,0.7021999999999999,0.7273999999999999,47.4,35.4,19.8,20.8,14.4,15.8
12400016,2024-10-08,1610612739,1610612741,false,true,112,116,116,112,27,24,6,9,6,8,108,109,0.389,0.422,48,40,0.208,0.2,21,20,0.857,0.8,60,59,18,18,16,13,139,134,0.6,0.4,100.2,112.8,99.6,115.4,20.6,25.6,4.4,5,8,11.4,85,92.4,0.43079999999999996,0.47859999999999997,36.8,33,0.3276,0.3298,19.6,18.2,0.7702,0.7504,40.4,43.4,20.6,19.4,11.4,13.4
12400023,2024-10-09,1610612758,1610612744,false,true,112,122,122,112,28,34,3,3,9,7,89,82,0.517,0.537,27,52,0.259,0.538,15,13,0.867,0.462,41,33,17,16,13,13,135,148,0.6,0.6,115.6,105,102.8,105.6,27.6,26.2,3.6,7.8,10,8.4,90.4,85.6,0.469,0.44939999999999997,38.2,38.2,0.3838,0.3724,20.2,20.2,0.8374,0.7308000000000001,44.6,46,18,19.2,10.6,16.6
12400021,2024-10-09,1610612760,1610612745,false,true,113,122,122,113,25,23,5,0,6,8,102,98,0.422,0.408,51,42,0.294,0.31,21,39,0.571,0.744,49,58,33,20,14,19,137,132,0.6,0.4,107.4,120.4,100.4,121,24,27.2,5,6.4,6.2,8.4,85.6,94,0.4742,0.47000000000000003,33.2,40.8,0.3672,0.35319999999999996,17.6,22.6,0.8320000000000001,0.7410000000000001,41.4,42.4,16.6,23.6,10,13.8
12400020,2024-10-09,1610612752,1610612764,true,false,117,94,94,117,23,22,5,9,16,2,97,87,0.412,0.414,39,37,0.256,0.324,32,11,0.844,0.909,46,53,14,26,8,30,145,132,0.6,0.2,117.4,114,114.2,124.4,24,28.4,4.4,6.2,6.4,7.4,88,90.8,0.49219999999999997,0.45299999999999996,31.8,40,0.3874,0.37720000000000004,23.6,21.8,0.8018000000000001,0.8013999999999999,41,40.8,18.2,20.4,12,14.4
12400022,2024-10-09,1610612759,1610612753,true,false,107,97,97,107,27,22,7,3,13,8,86,85,0.43,0.412,44,38,0.318,0.316,30,22,0.633,0.682,43,50,17,21,14,19,134,136,0.4,0,118,94,115.4,101.8,31,17.6,5.4,5.2,6.2,9,89.2,81.4,0.48460000000000003,0.386,39.4,34,0.41,0.2672,20.2,30,0.7689999999999999,0.7522,49.8,43.4,14.4,23,19.4,16.4
